case,act,time
4439,H,20200422T0914
4439,A,20200422T0915
4439,E,20200422T0916
4439,P,20200422T0917
4439,G,20200422T0918
4439,K,20200422T0919
4439,B,20200422T0920
4439,K,20200422T0921
4439,E,20200422T0922
4439,K,20200422T0923
4439,B,20200422T0924
4440,M,20200422T0900
4440,M,20200422T0901
4440,M,20200422T0902
4440,A,20200422T0903
4440,B,20200422T0904
4440,A,20200422T0905
4440,N,20200422T0906
4440,L,20200422T0907
4440,O,20200422T0908
4440,G,20200422T0909
4440,D,20200422T0910
4440,A,20200422T0911
4440,P,20200422T0912
4440,J,20200422T0913
4440,H,20200422T0914
4440,A,20200422T0915
4440,E,20200422T0916
4440,P,20200422T0917
4440,G,20200422T0918
4440,K,20200422T0919
4440,B,20200422T0920
4440,K,20200422T0921
4440,E,20200422T0922
4440,K,20200422T0923
4440,B,20200422T0924
4441,M,20200422T0900
4441,M,20200422T0901
4441,M,20200422T0902
4441,A,20200422T0903
4441,B,20200422T0904
4441,A,20200422T0905
4441,N,20200422T0906
4441,L,20200422T0907
4441,O,20200422T0908
4441,G,20200422T0909
4441,D,20200422T0910
4441,A,20200422T0911
4441,P,20200422T0912
4441,J,20200422T0913
4441,H,20200422T0914
4441,A,20200422T0915
4441,E,20200422T0916
4441,P,20200422T0917
4441,G,20200422T0918
4441,K,20200422T0919
4441,B,20200422T0920
4441,K,20200422T0921
4441,E,20200422T0922
4441,K,20200422T0923
4441,B,20200422T0924
4442,M,20200422T0900
4442,M,20200422T0901
4442,M,20200422T0902
4442,A,20200422T0903
4442,B,20200422T0904
4442,A,20200422T0905
4442,N,20200422T0906
4442,L,20200422T0907
4442,O,20200422T0908
4442,G,20200422T0909
4442,D,20200422T0910
4442,A,20200422T0911
4442,P,20200422T0912
4442,J,20200422T0913
4442,H,20200422T0914
4442,A,20200422T0915
4442,E,20200422T0916
4442,P,20200422T0917
4442,G,20200422T0918
4442,K,20200422T0919
4442,B,20200422T0920
4442,K,20200422T0921
4442,E,20200422T0922
4442,K,20200422T0923
4442,B,20200422T0924
4443,M,20200422T0900
4443,M,20200422T0901
4443,M,20200422T0902
4443,A,20200422T0903
4443,B,20200422T0904
4443,A,20200422T0905
4443,N,20200422T0906
4443,L,20200422T0907
4443,O,20200422T0908
4443,G,20200422T0909
4443,D,20200422T0910
4443,A,20200422T0911
4443,P,20200422T0912
4443,J,20200422T0913
4443,H,20200422T0914
4443,A,20200422T0915
4443,E,20200422T0916
4443,P,20200422T0917
4443,G,20200422T0918
4443,K,20200422T0919
4443,B,20200422T0920
4443,K,20200422T0921
4443,E,20200422T0922
4443,K,20200422T0923
4443,B,20200422T0924
4444,M,20200422T0900
4444,M,20200422T0901
4444,M,20200422T0902
4444,A,20200422T0903
4444,B,20200422T0904
4444,A,20200422T0905
4444,N,20200422T0906
4444,L,20200422T0907
4444,O,20200422T0908
4444,G,20200422T0909
4444,D,20200422T0910
4444,A,20200422T0911
4444,P,20200422T0912
4444,J,20200422T0913
4444,H,20200422T0914
4444,A,20200422T0915
4444,E,20200422T0916
4444,P,20200422T0917
4444,G,20200422T0918
4444,K,20200422T0919
4444,B,20200422T0920
4444,K,20200422T0921
4444,E,20200422T0922
4444,K,20200422T0923
4444,B,20200422T0924
4445,M,20200422T0900
4445,M,20200422T0901
4445,M,20200422T0902
4445,A,20200422T0903
4445,B,20200422T0904
4445,A,20200422T0905
4445,N,20200422T0906
4445,L,20200422T0907
4445,O,20200422T0908
4445,G,20200422T0909
4445,D,20200422T0910
4445,A,20200422T0911
4445,P,20200422T0912
4445,J,20200422T0913
4445,H,20200422T0914
4445,A,20200422T0915
4445,E,20200422T0916
4445,P,20200422T0917
4445,G,20200422T0918
4445,K,20200422T0919
4445,B,20200422T0920
4445,K,20200422T0921
4445,E,20200422T0922
4445,K,20200422T0923
4445,B,20200422T0924
4446,M,20200422T0900
4446,M,20200422T0901
4446,M,20200422T0902
4446,A,20200422T0903
4446,B,20200422T0904
4446,A,20200422T0905
4446,N,20200422T0906
4446,L,20200422T0907
4446,O,20200422T0908
4446,G,20200422T0909
4446,D,20200422T0910
4446,A,20200422T0911
4446,P,20200422T0912
4446,J,20200422T0913
4446,H,20200422T0914
4446,A,20200422T0915
4446,E,20200422T0916
4446,P,20200422T0917
4446,G,20200422T0918
4446,K,20200422T0919
4446,B,20200422T0920
4446,K,20200422T0921
4446,E,20200422T0922
4446,K,20200422T0923
4446,B,20200422T0924
4447,M,20200422T0900
4447,M,20200422T0901
4447,M,20200422T0902
4447,A,20200422T0903
4447,B,20200422T0904
4447,A,20200422T0905
4447,N,20200422T0906
4447,L,20200422T0907
4447,O,20200422T0908
4447,G,20200422T0909
4447,D,20200422T0910
4447,A,20200422T0911
4447,P,20200422T0912
4447,J,20200422T0913
4447,H,20200422T0914
4447,A,20200422T0915
4447,E,20200422T0916
4447,P,20200422T0917
4447,G,20200422T0918
4447,K,20200422T0919
4447,B,20200422T0920
4447,K,20200422T0921
4447,E,20200422T0922
4447,K,20200422T0923
4447,B,20200422T0924
4448,M,20200422T0900
4448,M,20200422T0901
4448,M,20200422T0902
4448,A,20200422T0903
4448,B,20200422T0904
4448,A,20200422T0905
4448,N,20200422T0906
4448,L,20200422T0907
4448,O,20200422T0908
4448,G,20200422T0909
4448,D,20200422T0910
4448,A,20200422T0911
4448,P,20200422T0912
4448,J,20200422T0913
4448,H,20200422T0914
4448,A,20200422T0915
4448,E,20200422T0916
4448,P,20200422T0917
4448,G,20200422T0918
4448,K,20200422T0919
4448,B,20200422T0920
4448,K,20200422T0921
4448,E,20200422T0922
4448,K,20200422T0923
4448,B,20200422T0924
4449,M,20200422T0900
4449,M,20200422T0901
4449,M,20200422T0902
4449,A,20200422T0903
4449,B,20200422T0904
4449,A,20200422T0905
4449,N,20200422T0906
4449,L,20200422T0907
4449,O,20200422T0908
4449,G,20200422T0909
4449,D,20200422T0910
4449,A,20200422T0911
4449,P,20200422T0912
4449,J,20200422T0913
4449,H,20200422T0914
4449,A,20200422T0915
4449,E,20200422T0916
4449,P,20200422T0917
4449,G,20200422T0918
4449,K,20200422T0919
4449,B,20200422T0920
4449,K,20200422T0921
4449,E,20200422T0922
4449,K,20200422T0923
4449,B,20200422T0924
4450,M,20200422T0900
4450,M,20200422T0901
4450,M,20200422T0902
4450,A,20200422T0903
4450,B,20200422T0904
4450,A,20200422T0905
4450,N,20200422T0906
4450,L,20200422T0907
4450,O,20200422T0908
4450,G,20200422T0909
4450,D,20200422T0910
4450,A,20200422T0911
4450,P,20200422T0912
4450,J,20200422T0913
4450,H,20200422T0914
4450,A,20200422T0915
4450,E,20200422T0916
4450,P,20200422T0917
4450,G,20200422T0918
4450,K,20200422T0919
4450,B,20200422T0920
4450,K,20200422T0921
4450,E,20200422T0922
4450,K,20200422T0923
4450,B,20200422T0924
4451,M,20200422T0900
4451,M,20200422T0901
4451,M,20200422T0902
4451,A,20200422T0903
4451,B,20200422T0904
4451,A,20200422T0905
4451,N,20200422T0906
4451,L,20200422T0907
4451,O,20200422T0908
4451,G,20200422T0909
4451,D,20200422T0910
4451,A,20200422T0911
4451,P,20200422T0912
4451,J,20200422T0913
4451,H,20200422T0914
4451,A,20200422T0915
4451,E,20200422T0916
4451,P,20200422T0917
4451,G,20200422T0918
4451,K,20200422T0919
4451,B,20200422T0920
4451,K,20200422T0921
4451,E,20200422T0922
4451,K,20200422T0923
4451,B,20200422T0924
4452,M,20200422T0900
4452,M,20200422T0901
4452,M,20200422T0902
4452,A,20200422T0903
4452,B,20200422T0904
4452,A,20200422T0905
4452,N,20200422T0906
4452,L,20200422T0907
4452,O,20200422T0908
4452,G,20200422T0909
4452,D,20200422T0910
4452,A,20200422T0911
4452,P,20200422T0912
4452,J,20200422T0913
4452,H,20200422T0914
4452,A,20200422T0915
4452,E,20200422T0916
4452,P,20200422T0917
4452,G,20200422T0918
4452,K,20200422T0919
4452,B,20200422T0920
4452,K,20200422T0921
4452,E,20200422T0922
4452,K,20200422T0923
4452,B,20200422T0924
4453,M,20200422T0900
4453,M,20200422T0901
4453,M,20200422T0902
4453,A,20200422T0903
4453,B,20200422T0904
4453,A,20200422T0905
4453,N,20200422T0906
4453,L,20200422T0907
4453,O,20200422T0908
4453,G,20200422T0909
4453,D,20200422T0910
4453,A,20200422T0911
4453,P,20200422T0912
4453,J,20200422T0913
4453,H,20200422T0914
4453,A,20200422T0915
4453,E,20200422T0916
4453,P,20200422T0917
4453,G,20200422T0918
4453,K,20200422T0919
4453,B,20200422T0920
4453,K,20200422T0921
4453,E,20200422T0922
4453,K,20200422T0923
4453,B,20200422T0924
4454,M,20200422T0900
4454,M,20200422T0901
4454,M,20200422T0902
4454,A,20200422T0903
4454,B,20200422T0904
4454,A,20200422T0905
4454,N,20200422T0906
4454,L,20200422T0907
4454,O,20200422T0908
4454,G,20200422T0909
4454,D,20200422T0910
4454,A,20200422T0911
4454,P,20200422T0912
4454,J,20200422T0913
4454,H,20200422T0914
4454,A,20200422T0915
4454,E,20200422T0916
4454,P,20200422T0917
4454,G,20200422T0918
4454,K,20200422T0919
4454,B,20200422T0920
4454,K,20200422T0921
4454,E,20200422T0922
4454,K,20200422T0923
4454,B,20200422T0924
4455,M,20200422T0900
4455,M,20200422T0901
4455,M,20200422T0902
4455,A,20200422T0903
4455,B,20200422T0904
4455,A,20200422T0905
4455,N,20200422T0906
4455,L,20200422T0907
4455,O,20200422T0908
4455,G,20200422T0909
4455,D,20200422T0910
4455,A,20200422T0911
4455,P,20200422T0912
4455,J,20200422T0913
4455,H,20200422T0914
4455,A,20200422T0915
4455,E,20200422T0916
4455,P,20200422T0917
4455,G,20200422T0918
4455,K,20200422T0919
4455,B,20200422T0920
4455,K,20200422T0921
4455,E,20200422T0922
4455,K,20200422T0923
4455,B,20200422T0924
4456,M,20200422T0900
4456,M,20200422T0901
4456,M,20200422T0902
4456,A,20200422T0903
4456,B,20200422T0904
4456,A,20200422T0905
4456,N,20200422T0906
4456,L,20200422T0907
4456,O,20200422T0908
4456,G,20200422T0909
4456,D,20200422T0910
4456,A,20200422T0911
4456,P,20200422T0912
4456,J,20200422T0913
4456,H,20200422T0914
4456,A,20200422T0915
4456,E,20200422T0916
4456,P,20200422T0917
4456,G,20200422T0918
4456,K,20200422T0919
4456,B,20200422T0920
4456,K,20200422T0921
4456,E,20200422T0922
4456,K,20200422T0923
4456,B,20200422T0924
4457,M,20200422T0900
4457,M,20200422T0901
4457,M,20200422T0902
4457,A,20200422T0903
4457,B,20200422T0904
4457,A,20200422T0905
4457,N,20200422T0906
4457,L,20200422T0907
4457,O,20200422T0908
4457,G,20200422T0909
4457,D,20200422T0910
4457,A,20200422T0911
4457,P,20200422T0912
4457,J,20200422T0913
4457,H,20200422T0914
4457,A,20200422T0915
4457,E,20200422T0916
4457,P,20200422T0917
4457,G,20200422T0918
4457,K,20200422T0919
4457,B,20200422T0920
4457,K,20200422T0921
4457,E,20200422T0922
4457,K,20200422T0923
4457,B,20200422T0924
4458,M,20200422T0900
4458,M,20200422T0901
4458,M,20200422T0902
4458,A,20200422T0903
4458,B,20200422T0904
4458,A,20200422T0905
4458,N,20200422T0906
4458,L,20200422T0907
4458,O,20200422T0908
4458,G,20200422T0909
4458,D,20200422T0910
4458,A,20200422T0911
4458,P,20200422T0912
4458,J,20200422T0913
4458,H,20200422T0914
4458,A,20200422T0915
4458,E,20200422T0916
4458,P,20200422T0917
4458,G,20200422T0918
4458,K,20200422T0919
4458,B,20200422T0920
4458,K,20200422T0921
4458,E,20200422T0922
4458,K,20200422T0923
4458,B,20200422T0924
4459,M,20200422T0900
4459,M,20200422T0901
4459,M,20200422T0902
4459,A,20200422T0903
4459,B,20200422T0904
4459,A,20200422T0905
4459,N,20200422T0906
4459,L,20200422T0907
4459,O,20200422T0908
4459,G,20200422T0909
4459,D,20200422T0910
4459,A,20200422T0911
4459,P,20200422T0912
4459,J,20200422T0913
4459,H,20200422T0914
4459,A,20200422T0915
4459,E,20200422T0916
4459,P,20200422T0917
4459,G,20200422T0918
4459,K,20200422T0919
4459,B,20200422T0920
4459,K,20200422T0921
4459,E,20200422T0922
4459,K,20200422T0923
4459,B,20200422T0924
4460,M,20200422T0900
4460,M,20200422T0901
4460,M,20200422T0902
4460,A,20200422T0903
4460,B,20200422T0904
4460,A,20200422T0905
4460,N,20200422T0906
4460,L,20200422T0907
4460,O,20200422T0908
4460,G,20200422T0909
4460,D,20200422T0910
4460,A,20200422T0911
4460,P,20200422T0912
4460,J,20200422T0913
4460,H,20200422T0914
4460,A,20200422T0915
4460,E,20200422T0916
4460,P,20200422T0917
4460,G,20200422T0918
4460,K,20200422T0919
4460,B,20200422T0920
4460,K,20200422T0921
4460,E,20200422T0922
4460,K,20200422T0923
4460,B,20200422T0924
4461,M,20200422T0900
4461,M,20200422T0901
4461,M,20200422T0902
4461,A,20200422T0903
4461,B,20200422T0904
4461,A,20200422T0905
4461,N,20200422T0906
4461,L,20200422T0907
4461,O,20200422T0908
4461,G,20200422T0909
4461,D,20200422T0910
4461,A,20200422T0911
4461,P,20200422T0912
4461,J,20200422T0913
4461,H,20200422T0914
4461,A,20200422T0915
4461,E,20200422T0916
4461,P,20200422T0917
4461,G,20200422T0918
4461,K,20200422T0919
4461,B,20200422T0920
4461,K,20200422T0921
4461,E,20200422T0922
4461,K,20200422T0923
4461,B,20200422T0924
4462,M,20200422T0900
4462,M,20200422T0901
4462,M,20200422T0902
4462,A,20200422T0903
4462,B,20200422T0904
4462,A,20200422T0905
4462,N,20200422T0906
4462,L,20200422T0907
4462,O,20200422T0908
4462,G,20200422T0909
4462,D,20200422T0910
4462,A,20200422T0911
4462,P,20200422T0912
4462,J,20200422T0913
4462,H,20200422T0914
4462,A,20200422T0915
4462,E,20200422T0916
4462,P,20200422T0917
4462,G,20200422T0918
4462,K,20200422T0919
4462,B,20200422T0920
4462,K,20200422T0921
4462,E,20200422T0922
4462,K,20200422T0923
4462,B,20200422T0924
4463,M,20200422T0900
4463,M,20200422T0901
4463,M,20200422T0902
4463,A,20200422T0903
4463,B,20200422T0904
4463,A,20200422T0905
4463,N,20200422T0906
4463,L,20200422T0907
4463,O,20200422T0908
4463,G,20200422T0909
4463,D,20200422T0910
4463,A,20200422T0911
4463,P,20200422T0912
4463,J,20200422T0913
4463,H,20200422T0914
4463,A,20200422T0915
4463,E,20200422T0916
4463,P,20200422T0917
4463,G,20200422T0918
4463,K,20200422T0919
4463,B,20200422T0920
4463,K,20200422T0921
4463,E,20200422T0922
4463,K,20200422T0923
4463,B,20200422T0924
4464,M,20200422T0900
4464,M,20200422T0901
4464,M,20200422T0902
4464,A,20200422T0903
4464,B,20200422T0904
4464,A,20200422T0905
4464,N,20200422T0906
4464,L,20200422T0907
4464,O,20200422T0908
4464,G,20200422T0909
4464,D,20200422T0910
4464,A,20200422T0911
4464,P,20200422T0912
4464,J,20200422T0913
4464,H,20200422T0914
4464,A,20200422T0915
4464,E,20200422T0916
4464,P,20200422T0917
4464,G,20200422T0918
4464,K,20200422T0919
4464,B,20200422T0920
4464,K,20200422T0921
4464,E,20200422T0922
4464,K,20200422T0923
4464,B,20200422T0924
4465,M,20200422T0900
4465,M,20200422T0901
4465,M,20200422T0902
4465,A,20200422T0903
4465,B,20200422T0904
4465,A,20200422T0905
4465,N,20200422T0906
4465,L,20200422T0907
4465,O,20200422T0908
4465,G,20200422T0909
4465,D,20200422T0910
4465,A,20200422T0911
4465,P,20200422T0912
4465,J,20200422T0913
4465,H,20200422T0914
4465,A,20200422T0915
4465,E,20200422T0916
4465,P,20200422T0917
4465,G,20200422T0918
4465,K,20200422T0919
4465,B,20200422T0920
4465,K,20200422T0921
4465,E,20200422T0922
4465,K,20200422T0923
4465,B,20200422T0924
4466,M,20200422T0900
4466,M,20200422T0901
4466,M,20200422T0902
4466,A,20200422T0903
4466,B,20200422T0904
4466,A,20200422T0905
4466,N,20200422T0906
4466,L,20200422T0907
4466,O,20200422T0908
4466,G,20200422T0909
4466,D,20200422T0910
4466,A,20200422T0911
4466,P,20200422T0912
4466,J,20200422T0913
4466,H,20200422T0914
4466,A,20200422T0915
4466,E,20200422T0916
4466,P,20200422T0917
4466,G,20200422T0918
4466,K,20200422T0919
4466,B,20200422T0920
4466,K,20200422T0921
4466,E,20200422T0922
4466,K,20200422T0923
4466,B,20200422T0924
4467,M,20200422T0900
4467,M,20200422T0901
4467,M,20200422T0902
4467,A,20200422T0903
4467,B,20200422T0904
4467,A,20200422T0905
4467,N,20200422T0906
4467,L,20200422T0907
4467,O,20200422T0908
4467,G,20200422T0909
4467,D,20200422T0910
4467,A,20200422T0911
4467,P,20200422T0912
4467,J,20200422T0913
4467,H,20200422T0914
4467,A,20200422T0915
4467,E,20200422T0916
4467,P,20200422T0917
4467,G,20200422T0918
4467,K,20200422T0919
4467,B,20200422T0920
4467,K,20200422T0921
4467,E,20200422T0922
4467,K,20200422T0923
4467,B,20200422T0924
4468,M,20200422T0900
4468,M,20200422T0901
4468,M,20200422T0902
4468,A,20200422T0903
4468,B,20200422T0904
4468,A,20200422T0905
4468,N,20200422T0906
4468,L,20200422T0907
4468,O,20200422T0908
4468,G,20200422T0909
4468,D,20200422T0910
4468,A,20200422T0911
4468,P,20200422T0912
4468,J,20200422T0913
4468,H,20200422T0914
4468,A,20200422T0915
4468,E,20200422T0916
4468,P,20200422T0917
4468,G,20200422T0918
4468,K,20200422T0919
4468,B,20200422T0920
4468,K,20200422T0921
4468,E,20200422T0922
4468,K,20200422T0923
4468,B,20200422T0924
4469,M,20200422T0900
4469,M,20200422T0901
4469,M,20200422T0902
4469,A,20200422T0903
4469,B,20200422T0904
4469,A,20200422T0905
4469,N,20200422T0906
4469,L,20200422T0907
4469,O,20200422T0908
4469,G,20200422T0909
4469,D,20200422T0910
4469,A,20200422T0911
4469,P,20200422T0912
4469,J,20200422T0913
4469,H,20200422T0914
4469,A,20200422T0915
4469,E,20200422T0916
4469,P,20200422T0917
4469,G,20200422T0918
4469,K,20200422T0919
4469,B,20200422T0920
4469,K,20200422T0921
4469,E,20200422T0922
4469,K,20200422T0923
4469,B,20200422T0924
4470,M,20200422T0900
4470,M,20200422T0901
4470,M,20200422T0902
4470,A,20200422T0903
4470,B,20200422T0904
4470,A,20200422T0905
4470,N,20200422T0906
4470,L,20200422T0907
4470,O,20200422T0908
4470,G,20200422T0909
4470,D,20200422T0910
4470,A,20200422T0911
4470,P,20200422T0912
4470,J,20200422T0913
4470,H,20200422T0914
4470,A,20200422T0915
4470,E,20200422T0916
4470,P,20200422T0917
4470,G,20200422T0918
4470,K,20200422T0919
4470,B,20200422T0920
4470,K,20200422T0921
4470,E,20200422T0922
4470,K,20200422T0923
4470,B,20200422T0924
4471,M,20200422T0900
4471,M,20200422T0901
4471,M,20200422T0902
4471,A,20200422T0903
4471,B,20200422T0904
4471,A,20200422T0905
4471,N,20200422T0906
4471,L,20200422T0907
4471,O,20200422T0908
4471,G,20200422T0909
4471,D,20200422T0910
4471,A,20200422T0911
4471,P,20200422T0912
4471,J,20200422T0913
4471,H,20200422T0914
4471,A,20200422T0915
4471,E,20200422T0916
4471,P,20200422T0917
4471,G,20200422T0918
4471,K,20200422T0919
4471,B,20200422T0920
4471,K,20200422T0921
4471,E,20200422T0922
4471,K,20200422T0923
4471,B,20200422T0924
4472,M,20200422T0900
4472,M,20200422T0901
4472,M,20200422T0902
4472,A,20200422T0903
4472,B,20200422T0904
4472,A,20200422T0905
4472,N,20200422T0906
4472,L,20200422T0907
4472,O,20200422T0908
4472,G,20200422T0909
4472,D,20200422T0910
4472,A,20200422T0911
4472,P,20200422T0912
4472,J,20200422T0913
4472,H,20200422T0914
4472,A,20200422T0915
4472,E,20200422T0916
4472,P,20200422T0917
4472,G,20200422T0918
4472,K,20200422T0919
4472,B,20200422T0920
4472,K,20200422T0921
4472,E,20200422T0922
4472,K,20200422T0923
4472,B,20200422T0924
4473,M,20200422T0900
4473,M,20200422T0901
4473,M,20200422T0902
4473,A,20200422T0903
4473,B,20200422T0904
4473,A,20200422T0905
4473,N,20200422T0906
4473,L,20200422T0907
4473,O,20200422T0908
4473,G,20200422T0909
4473,D,20200422T0910
4473,A,20200422T0911
4473,P,20200422T0912
4473,J,20200422T0913
4473,H,20200422T0914
4473,A,20200422T0915
4473,E,20200422T0916
4473,P,20200422T0917
4473,G,20200422T0918
4473,K,20200422T0919
4473,B,20200422T0920
4473,K,20200422T0921
4473,E,20200422T0922
4473,K,20200422T0923
4473,B,20200422T0924
4474,M,20200422T0900
4474,M,20200422T0901
4474,M,20200422T0902
4474,A,20200422T0903
4474,B,20200422T0904
4474,A,20200422T0905
4474,N,20200422T0906
4474,L,20200422T0907
4474,O,20200422T0908
4474,G,20200422T0909
4474,D,20200422T0910
4474,A,20200422T0911
4474,P,20200422T0912
4474,J,20200422T0913
4474,H,20200422T0914
4474,A,20200422T0915
4474,E,20200422T0916
4474,P,20200422T0917
4474,G,20200422T0918
4474,K,20200422T0919
4474,B,20200422T0920
4474,K,20200422T0921
4474,E,20200422T0922
4474,K,20200422T0923
4474,B,20200422T0924
4475,M,20200422T0900
4475,M,20200422T0901
4475,M,20200422T0902
4475,A,20200422T0903
4475,B,20200422T0904
4475,A,20200422T0905
4475,N,20200422T0906
4475,L,20200422T0907
4475,O,20200422T0908
4475,G,20200422T0909
4475,D,20200422T0910
4475,A,20200422T0911
4475,P,20200422T0912
4475,J,20200422T0913
4475,H,20200422T0914
4475,A,20200422T0915
4475,E,20200422T0916
4475,P,20200422T0917
4475,G,20200422T0918
4475,K,20200422T0919
4475,B,20200422T0920
4475,K,20200422T0921
4475,E,20200422T0922
4475,K,20200422T0923
4475,B,20200422T0924
4476,M,20200422T0900
4476,M,20200422T0901
4476,M,20200422T0902
4476,A,20200422T0903
4476,B,20200422T0904
4476,A,20200422T0905
4476,N,20200422T0906
4476,L,20200422T0907
4476,O,20200422T0908
4476,G,20200422T0909
4476,D,20200422T0910
4476,A,20200422T0911
4476,P,20200422T0912
4476,J,20200422T0913
4476,H,20200422T0914
4476,A,20200422T0915
4476,E,20200422T0916
4476,P,20200422T0917
4476,G,20200422T0918
4476,K,20200422T0919
4476,B,20200422T0920
4476,K,20200422T0921
4476,E,20200422T0922
4476,K,20200422T0923
4476,B,20200422T0924
4477,M,20200422T0900
4477,M,20200422T0901
4477,M,20200422T0902
4477,A,20200422T0903
4477,B,20200422T0904
4477,A,20200422T0905
4477,N,20200422T0906
4477,L,20200422T0907
4477,O,20200422T0908
4477,G,20200422T0909
4477,D,20200422T0910
4477,A,20200422T0911
4477,P,20200422T0912
4477,J,20200422T0913
4477,H,20200422T0914
4477,A,20200422T0915
4477,E,20200422T0916
4477,P,20200422T0917
4477,G,20200422T0918
4477,K,20200422T0919
4477,B,20200422T0920
4477,K,20200422T0921
4477,E,20200422T0922
4477,K,20200422T0923
4477,B,20200422T0924
4478,M,20200422T0900
4478,M,20200422T0901
4478,M,20200422T0902
4478,A,20200422T0903
4478,B,20200422T0904
4478,A,20200422T0905
4478,N,20200422T0906
4478,L,20200422T0907
4478,O,20200422T0908
4478,G,20200422T0909
4478,D,20200422T0910
4478,A,20200422T0911
4478,P,20200422T0912
4478,J,20200422T0913
4478,H,20200422T0914
4478,A,20200422T0915
4478,E,20200422T0916
4478,P,20200422T0917
4478,G,20200422T0918
4478,K,20200422T0919
4478,B,20200422T0920
4478,K,20200422T0921
4478,E,20200422T0922
4478,K,20200422T0923
4478,B,20200422T0924
4479,M,20200422T0900
4479,M,20200422T0901
4479,M,20200422T0902
4479,A,20200422T0903
4479,B,20200422T0904
4479,A,20200422T0905
4479,N,20200422T0906
4479,L,20200422T0907
4479,O,20200422T0908
4479,G,20200422T0909
4479,D,20200422T0910
4479,A,20200422T0911
4479,P,20200422T0912
4479,J,20200422T0913
4479,H,20200422T0914
4479,A,20200422T0915
4479,E,20200422T0916
4479,P,20200422T0917
4479,G,20200422T0918
4479,K,20200422T0919
4479,B,20200422T0920
4479,K,20200422T0921
4479,E,20200422T0922
4479,K,20200422T0923
4479,B,20200422T0924
4480,M,20200422T0900
4480,M,20200422T0901
4480,M,20200422T0902
4480,A,20200422T0903
4480,B,20200422T0904
4480,A,20200422T0905
4480,N,20200422T0906
4480,L,20200422T0907
4480,O,20200422T0908
4480,G,20200422T0909
4480,D,20200422T0910
4480,A,20200422T0911
4480,P,20200422T0912
4480,J,20200422T0913
4480,H,20200422T0914
4480,A,20200422T0915
4480,E,20200422T0916
4480,P,20200422T0917
4480,G,20200422T0918
4480,K,20200422T0919
4480,B,20200422T0920
4480,K,20200422T0921
4480,E,20200422T0922
4480,K,20200422T0923
4480,B,20200422T0924
4481,M,20200422T0900
4481,M,20200422T0901
4481,M,20200422T0902
4481,A,20200422T0903
4481,B,20200422T0904
4481,A,20200422T0905
4481,N,20200422T0906
4481,L,20200422T0907
4481,O,20200422T0908
4481,G,20200422T0909
4481,D,20200422T0910
4481,A,20200422T0911
4481,P,20200422T0912
4481,J,20200422T0913
4481,H,20200422T0914
4481,A,20200422T0915
4481,E,20200422T0916
4481,P,20200422T0917
4481,G,20200422T0918
4481,K,20200422T0919
4481,B,20200422T0920
4481,K,20200422T0921
4481,E,20200422T0922
4481,K,20200422T0923
4481,B,20200422T0924
4482,M,20200422T0900
4482,M,20200422T0901
4482,M,20200422T0902
4482,A,20200422T0903
4482,B,20200422T0904
4482,A,20200422T0905
4482,N,20200422T0906
4482,L,20200422T0907
4482,O,20200422T0908
4482,G,20200422T0909
4482,D,20200422T0910
4482,A,20200422T0911
4482,P,20200422T0912
4482,J,20200422T0913
4482,H,20200422T0914
4482,A,20200422T0915
4482,E,20200422T0916
4482,P,20200422T0917
4482,G,20200422T0918
4482,K,20200422T0919
4482,B,20200422T0920
4482,K,20200422T0921
4482,E,20200422T0922
4482,K,20200422T0923
4482,B,20200422T0924
4483,M,20200422T0900
4483,M,20200422T0901
4483,M,20200422T0902
4483,A,20200422T0903
4483,B,20200422T0904
4483,A,20200422T0905
4483,N,20200422T0906
4483,L,20200422T0907
4483,O,20200422T0908
4483,G,20200422T0909
4483,D,20200422T0910
4483,A,20200422T0911
4483,P,20200422T0912
4483,J,20200422T0913
4483,H,20200422T0914
4483,A,20200422T0915
4483,E,20200422T0916
4483,P,20200422T0917
4483,G,20200422T0918
4483,K,20200422T0919
4483,B,20200422T0920
4483,K,20200422T0921
4483,E,20200422T0922
4483,K,20200422T0923
4483,B,20200422T0924
4484,M,20200422T0900
4484,M,20200422T0901
4484,M,20200422T0902
4484,A,20200422T0903
4484,B,20200422T0904
4484,A,20200422T0905
4484,N,20200422T0906
4484,L,20200422T0907
4484,O,20200422T0908
4484,G,20200422T0909
4484,D,20200422T0910
4484,A,20200422T0911
4484,P,20200422T0912
4484,J,20200422T0913
4484,H,20200422T0914
4484,A,20200422T0915
4484,E,20200422T0916
4484,P,20200422T0917
4484,G,20200422T0918
4484,K,20200422T0919
4484,B,20200422T0920
4484,K,20200422T0921
4484,E,20200422T0922
4484,K,20200422T0923
4484,B,20200422T0924
4485,M,20200422T0900
4485,M,20200422T0901
4485,M,20200422T0902
4485,A,20200422T0903
4485,B,20200422T0904
4485,A,20200422T0905
4485,N,20200422T0906
4485,L,20200422T0907
4485,O,20200422T0908
4485,G,20200422T0909
4485,D,20200422T0910
4485,A,20200422T0911
4485,P,20200422T0912
4485,J,20200422T0913
4485,H,20200422T0914
4485,A,20200422T0915
4485,E,20200422T0916
4485,P,20200422T0917
4485,G,20200422T0918
4485,K,20200422T0919
4485,B,20200422T0920
4485,K,20200422T0921
4485,E,20200422T0922
4485,K,20200422T0923
4485,B,20200422T0924
4486,M,20200422T0900
4486,M,20200422T0901
4486,M,20200422T0902
4486,A,20200422T0903
4486,B,20200422T0904
